timestamp,Lat,Long,yaw,Accel_X,Accel_Y,Accel_Z
2278760,-7.281249,112.800183,81.00,1.69,-0.03,1.25
2278770,-7.281386,112.799901,83.25,-1.45,-1.07,0.58
2278780,-7.281335,112.800337,85.50,1.63,1.46,-1.45
2278790,-7.281482,112.799802,87.75,1.92,0.27,-0.53
2278800,-7.281327,112.800004,90.00,0.45,-0.68,0.39
2278810,-7.281621,112.800420,92.25,1.56,0.44,1.39
2278820,-7.281663,112.800352,94.50,-0.27,-0.11,-1.77
2278830,-7.281185,112.800739,96.75,-1.00,-1.51,1.97
2278840,-7.282181,112.800000,99.00,0.48,1.52,1.06
2278850,-7.281993,112.799956,101.25,-1.21,-0.91,-1.39
2278860,-7.282307,112.799966,103.50,-0.64,0.08,0.59
2278870,-7.281455,112.800193,105.75,-1.72,0.05,0.02
2278880,-7.282281,112.800565,108.00,0.64,0.48,1.84
2278890,-7.281743,112.800529,110.25,0.82,-1.84,-1.18
2278900,-7.282167,112.800454,112.50,-1.03,0.39,1.12
2278910,-7.281958,112.800079,114.75,-0.17,1.69,1.85
2278920,-7.282299,112.800053,117.00,-1.50,1.12,1.15
2278930,-7.282607,112.800067,119.25,0.33,-0.27,-0.16
2278940,-7.282418,112.800383,121.50,-1.50,0.84,-1.21
2278950,-7.282084,112.799826,123.75,0.05,-0.78,-0.37
2278960,-7.282256,112.799732,126.00,1.24,0.95,-1.58
2278970,-7.281997,112.799831,128.25,0.54,-0.73,1.47
2278980,-7.282817,112.800607,130.50,-1.78,-1.94,1.57
2278990,-7.282827,112.800567,132.75,-1.86,1.70,-0.82
2279000,-7.282226,112.799892,135.00,-0.30,-0.41,0.16
2279010,-7.282825,112.800333,137.25,-0.15,-1.71,1.85
2279020,-7.282824,112.800100,139.50,0.39,1.30,-1.73
2279030,-7.282408,112.799823,141.75,0.43,-1.91,1.63
2279040,-7.282568,112.800137,144.00,-0.67,-1.91,-1.16
2279050,-7.282582,112.800076,146.25,1.62,1.50,0.76
2279060,-7.282568,112.800265,148.50,-0.57,1.17,-1.02
2279070,-7.283053,112.799664,150.75,-0.86,0.24,0.49
2279080,-7.283260,112.800122,153.00,-0.66,-0.59,0.80
2279090,-7.283059,112.799414,155.25,-1.04,-1.59,1.27
2279100,-7.282801,112.799741,157.50,0.96,1.96,0.19
2279110,-7.282953,112.799904,159.75,-1.84,0.80,-0.33
2279120,-7.282812,112.799035,162.00,-1.25,-1.34,1.02
2279130,-7.282764,112.799484,164.25,1.94,1.82,1.33
2279140,-7.283390,112.798856,166.50,1.06,-0.44,1.75
2279150,-7.283259,112.798947,168.75,1.53,0.74,-1.57
2279160,-7.283152,112.798766,171.00,1.99,1.18,1.24
2279170,-7.282983,112.799499,173.25,-0.21,1.13,1.67
2279180,-7.283181,112.798973,175.50,-0.35,0.80,-0.60
2279190,-7.283075,112.798799,177.75,1.19,-0.68,-0.99
2279200,-7.283303,112.799311,180.00,1.94,0.23,-1.51
2279210,-7.283673,112.799269,182.25,0.61,-1.78,1.84
2279220,-7.282919,112.798989,184.50,-1.10,0.13,-0.04
2279230,-7.283387,112.799077,186.75,-1.52,1.90,-0.18
2279240,-7.283412,112.798434,189.00,1.71,0.20,-0.51
2279250,-7.283741,112.798533,191.25,0.68,0.33,0.94
2279260,-7.283384,112.797986,193.50,-1.41,-0.96,-0.69
2279270,-7.282917,112.798464,195.75,-0.76,1.60,-0.51
2279280,-7.283605,112.798598,198.00,1.73,1.15,1.90
2279290,-7.282920,112.798377,200.25,-0.13,1.81,0.77
2279300,-7.283345,112.798636,202.50,-1.50,0.69,0.39
2279310,-7.283019,112.797812,204.75,-0.20,2.00,0.52
2279320,-7.282781,112.798405,207.00,1.18,-0.35,-1.22
2279330,-7.283211,112.798378,209.25,1.92,1.97,-1.88
2279340,-7.282948,112.798098,211.50,-0.46,-1.12,1.36
2279350,-7.282667,112.797781,213.75,0.93,1.22,1.50
2279360,-7.283534,112.797887,216.00,-1.18,1.81,-1.77
2279370,-7.283422,112.797675,218.25,0.94,1.62,-1.37
2279380,-7.283286,112.797554,220.50,0.10,-0.47,1.92
2279390,-7.283272,112.797536,222.75,-0.84,0.04,-1.95
2279400,-7.283230,112.797313,225.00,-1.45,-1.59,0.97
2279410,-7.282961,112.797653,227.25,-1.43,-0.21,-1.62
2279420,-7.283318,112.797367,229.50,0.08,-1.67,-0.17
2279430,-7.282708,112.797702,231.75,-1.24,0.38,0.26
2279440,-7.283029,112.797385,234.00,-0.53,0.04,-0.64
2279450,-7.282370,112.797535,236.25,-1.60,1.38,-1.87
2279460,-7.282417,112.797028,238.50,-0.68,-0.59,0.06
2279470,-7.282343,112.797291,240.75,-1.04,-0.36,-0.39
2279480,-7.282902,112.796709,243.00,-0.38,0.59,-1.07
2279490,-7.282593,112.797308,245.25,1.20,0.49,0.26
2279500,-7.282688,112.796689,247.50,0.76,-1.79,1.84
2279510,-7.281759,112.796559,249.75,0.14,-1.76,0.42
2279520,-7.281934,112.796704,252.00,0.06,-1.30,0.94
2279530,-7.281603,112.796628,254.25,0.20,1.90,0.49
2279540,-7.281914,112.797078,256.50,0.57,0.16,-1.59
2279550,-7.281802,112.796908,258.75,-1.75,1.27,1.23
2279560,-7.282165,112.796811,261.00,-0.18,-1.35,-0.25
2279570,-7.282069,112.797098,263.25,-1.63,-0.87,0.98
2279580,-7.281403,112.796613,265.50,-0.19,1.95,0.77
2279590,-7.281850,112.796552,267.75,0.68,-1.29,-0.22
2279600,-7.281681,112.796543,270.00,-1.54,-1.52,0.84
2279610,-7.281179,112.796393,272.25,-1.54,0.49,-0.23
2279620,-7.280876,112.797004,274.50,-0.70,1.90,-1.26
2279630,-7.281267,112.796329,276.75,1.13,1.15,-0.56
2279640,-7.280711,112.796512,279.00,2.00,-1.88,1.03
2279650,-7.281401,112.796294,281.25,-1.78,-1.56,1.88
2279660,-7.281096,112.796823,283.50,-1.49,1.34,1.42
2279670,-7.281131,112.796673,285.75,1.95,-1.40,-0.23
2279680,-7.281258,112.796643,288.00,-0.65,0.04,-0.91
2279690,-7.280365,112.796491,290.25,-1.22,-1.27,0.14
2279700,-7.281010,112.796348,292.50,-1.48,-0.19,-1.76
2279710,-7.280544,112.796654,294.75,0.34,-0.55,0.99
2279720,-7.280939,112.796724,297.00,-1.74,-0.29,-1.19
2279730,-7.280568,112.796424,299.25,-1.38,-1.50,-0.37
2279740,-7.280101,112.797355,301.50,0.24,0.31,1.72
2279750,-7.279878,112.796751,303.75,0.08,1.91,-1.86
2279760,-7.279960,112.797293,306.00,-1.02,-0.84,0.11
2279770,-7.280504,112.796584,308.25,0.17,-1.89,1.29
2279780,-7.280438,112.796673,310.50,0.19,1.77,-0.96
2279790,-7.279960,112.797009,312.75,-0.94,-0.54,-0.62
2279800,-7.279703,112.797549,315.00,0.17,-1.04,-0.40
2279810,-7.280195,112.797156,317.25,0.96,-0.49,-0.54
2279820,-7.279381,112.797183,319.50,0.87,-1.56,0.75
2279830,-7.279361,112.797796,321.75,-0.44,-1.90,-1.87
2279840,-7.279307,112.797427,324.00,0.86,1.44,1.03
2279850,-7.279471,112.797121,326.25,0.99,0.74,-0.81
2279860,-7.279603,112.797787,328.50,-0.31,1.84,0.31
2279870,-7.279406,112.797851,330.75,0.63,-0.76,-0.02
2279880,-7.278902,112.798192,333.00,-1.74,-0.87,-0.37
2279890,-7.278998,112.798224,335.25,0.45,-0.04,1.05
2279900,-7.279185,112.797714,337.50,1.28,-0.16,-1.13
2279910,-7.279240,112.798336,339.75,-0.46,-1.79,1.69
2279920,-7.278820,112.797704,342.00,1.28,0.83,0.81
2279930,-7.279490,112.798577,344.25,-0.87,-1.33,0.81
2279940,-7.278863,112.798042,346.50,1.48,-0.65,-1.50
2279950,-7.279279,112.798232,348.75,-0.23,1.79,-1.42
2279960,-7.278709,112.798090,351.00,1.77,1.79,0.44
2279970,-7.279388,112.798859,353.25,-1.60,0.65,-1.13
2279980,-7.279321,112.798394,355.50,-0.22,-1.01,1.13
2279990,-7.279097,112.798308,357.75,1.60,0.30,0.39
2280000,-7.280731,112.798705,0.00,-0.21,-1.16,1.09
2280010,-7.280062,112.798683,2.25,-1.29,0.21,1.73
2280020,-7.280949,112.798955,4.50,-1.49,-1.09,-1.41
2280030,-7.280411,112.798806,6.75,-1.69,-0.24,-0.21
2280040,-7.280914,112.799424,9.00,-1.53,-1.51,1.79
2280050,-7.280268,112.799158,11.25,-1.48,1.87,1.20
2280060,-7.280210,112.799183,13.50,-1.52,0.80,0.91
2280070,-7.280170,112.798878,15.75,0.69,-0.98,-1.60
2280080,-7.280107,112.798983,18.00,-1.95,-0.54,-0.60
2280090,-7.280300,112.798785,20.25,-1.08,0.98,0.48
2280100,-7.280651,112.799416,22.50,0.97,-1.22,-0.01
2280110,-7.280464,112.799180,24.75,-0.80,1.61,0.84
2280120,-7.280665,112.799368,27.00,-1.33,1.30,0.80
2280130,-7.280937,112.799338,29.25,0.11,-1.71,-1.36
2280140,-7.280719,112.799621,31.50,1.14,0.59,1.12
2280150,-7.280908,112.799807,33.75,-0.71,-1.68,-1.70
2280160,-7.280643,112.799668,36.00,0.53,-0.93,0.48
2280170,-7.280939,112.799576,38.25,-1.25,-0.07,-1.02
2280180,-7.280747,112.799581,40.50,-1.76,-1.51,-0.47
2280190,-7.280553,112.800197,42.75,-1.26,-0.90,-0.03
2280200,-7.280564,112.799448,45.00,0.72,0.34,0.71
2280210,-7.280777,112.799586,47.25,0.86,0.01,0.56
2280220,-7.280218,112.799855,49.50,-1.97,-0.05,-1.29
2280230,-7.280647,112.800370,51.75,1.32,-0.16,-0.28
2280240,-7.280457,112.800034,54.00,1.05,-0.26,-0.92
2280250,-7.280443,112.799904,56.25,0.22,-1.40,0.97
2280260,-7.281312,112.799859,58.50,-1.99,0.14,0.96
2280270,-7.280996,112.799567,60.75,-1.15,-0.56,0.59
2280280,-7.280696,112.800357,63.00,1.74,1.20,1.16
2280290,-7.280962,112.799817,65.25,0.26,0.35,-0.27
2280300,-7.281339,112.799749,67.50,0.53,1.04,-1.78
2280310,-7.281214,112.799702,69.75,0.11,-0.83,0.11
2280320,-7.280989,112.800455,72.00,1.36,-1.80,1.70
2280330,-7.281338,112.800377,74.25,-1.93,-0.27,-1.36
2280340,-7.281584,112.800342,76.50,-1.78,0.35,0.07
2280350,-7.280745,112.800520,78.75,-0.79,-1.58,1.40
2280360,-7.281759,112.799973,81.00,-0.75,-1.30,-0.16
2280370,-7.281709,112.800301,83.25,-1.52,1.32,0.98
2280380,-7.281657,112.800112,85.50,0.11,1.39,0.28
2280390,-7.281405,112.800454,87.75,-0.38,-2.00,-1.49
2280400,-7.281691,112.799950,90.00,-1.49,-1.77,-0.97
2280410,-7.281447,112.800248,92.25,0.78,0.03,1.48
2280420,-7.281609,112.800077,94.50,-0.44,-1.05,-0.69
2280430,-7.281683,112.800544,96.75,0.38,0.90,-1.07
2280440,-7.281785,112.800611,99.00,0.31,-0.14,-1.83
2280450,-7.281751,112.800774,101.25,1.09,0.96,0.00
2280460,-7.282209,112.799953,103.50,-0.60,1.56,0.02
2280470,-7.282082,112.799866,105.75,-1.58,1.97,-0.94
2280480,-7.281808,112.800390,108.00,0.36,0.19,0.85
2280490,-7.281722,112.800316,110.25,-1.08,0.13,-0.43
2280500,-7.282285,112.800701,112.50,-1.71,-0.21,0.22
2280510,-7.282076,112.800466,114.75,0.75,-0.20,0.73
2280520,-7.282241,112.800210,117.00,-1.21,1.10,1.47
2280530,-7.281797,112.800661,119.25,-1.09,0.36,-0.33
2280540,-7.282368,112.800299,121.50,1.67,-0.86,0.74
2280550,-7.282867,112.800425,123.75,-0.54,0.37,0.51
2280560,-7.282159,112.800576,126.00,-0.34,0.37,1.99
2280570,-7.282338,112.800603,128.25,-0.05,-1.38,-1.30
2280580,-7.282613,112.799991,130.50,-1.01,-1.08,-1.02
2280590,-7.282567,112.799730,132.75,-1.85,-0.19,-0.64
2280600,-7.282869,112.800096,135.00,-1.34,0.23,1.71
2280610,-7.282455,112.799794,137.25,-1.57,1.03,-1.70
2280620,-7.283021,112.800268,139.50,0.22,1.72,-0.97
2280630,-7.283094,112.799762,141.75,-0.64,-0.55,-0.16
2280640,-7.283042,112.799986,144.00,0.31,1.80,-1.82
2280650,-7.283369,112.799428,146.25,1.21,-1.29,0.14
2280660,-7.282951,112.799390,148.50,0.88,0.96,1.03
2280670,-7.283314,112.799963,150.75,0.71,1.61,-1.75
2280680,-7.283368,112.799812,153.00,-1.53,1.30,0.80
2280690,-7.282955,112.799655,155.25,1.60,-1.59,1.64
2280700,-7.283226,112.799473,157.50,-0.74,-1.43,0.87
2280710,-7.283179,112.799436,159.75,-1.50,-0.77,-0.62
2280720,-7.282778,112.799353,162.00,-0.08,-1.86,-0.38
2280730,-7.283010,112.799630,164.25,-1.48,-1.54,1.08
2280740,-7.283281,112.799745,166.50,1.58,0.14,-0.25
2280750,-7.283098,112.799542,168.75,0.94,1.26,-1.15
2280760,-7.282936,112.798682,171.00,1.50,-0.25,-0.41
2280770,-7.283443,112.799528,173.25,-1.72,1.98,0.36
2280780,-7.283722,112.798800,175.50,-1.34,-0.70,-1.24
2280790,-7.283246,112.798627,177.75,1.31,-1.21,-1.64
2280800,-7.283106,112.799109,180.00,-1.28,-0.31,1.83
2280810,-7.283812,112.798649,182.25,-1.49,0.96,0.80
2280820,-7.282849,112.798773,184.50,1.02,1.61,-0.40
2280830,-7.283652,112.798285,186.75,-0.05,0.06,1.20
2280840,-7.283213,112.798838,189.00,0.99,0.12,0.36
2280850,-7.283001,112.798620,191.25,-0.91,-0.49,-1.34
2280860,-7.283122,112.798696,193.50,-0.99,0.63,0.82
2280870,-7.282923,112.798128,195.75,0.19,0.60,-1.32
2280880,-7.283675,112.798010,198.00,1.11,-0.23,1.19
2280890,-7.283731,112.798277,200.25,0.03,1.75,-1.06
2280900,-7.283627,112.797793,202.50,-1.74,-0.82,-0.42
2280910,-7.282969,112.798017,204.75,-0.53,-0.06,0.41
2280920,-7.283434,112.797991,207.00,-1.81,-0.84,-1.86
2280930,-7.282730,112.797948,209.25,1.65,-0.02,-0.01
2280940,-7.283424,112.797476,211.50,-1.04,-0.63,-1.15
2280950,-7.282842,112.797825,213.75,-0.69,0.13,-0.38
2280960,-7.283479,112.797442,216.00,1.44,0.18,1.62
2280970,-7.282656,112.797475,218.25,-0.07,-1.83,-0.32
2280980,-7.282816,112.797968,220.50,1.40,0.72,-0.96
2280990,-7.283062,112.797563,222.75,0.25,-1.40,-1.56
2281000,-7.282833,112.797518,225.00,0.60,0.13,-1.37
2281010,-7.282623,112.797137,227.25,-0.30,0.20,1.32
2281020,-7.282500,112.797050,229.50,-1.47,0.85,1.81
2281030,-7.282920,112.797058,231.75,0.40,0.63,0.11
2281040,-7.282497,112.797557,234.00,-0.98,0.79,0.72
2281050,-7.282409,112.797528,236.25,1.90,-1.15,-1.77
2281060,-7.282199,112.797133,238.50,-1.28,-0.89,0.14
2281070,-7.282099,112.797425,240.75,0.46,-0.85,-1.92
2281080,-7.282138,112.796894,243.00,-0.64,-1.69,0.39
2281090,-7.282703,112.796616,245.25,0.70,-1.62,0.10
2281100,-7.281902,112.797151,247.50,-1.86,0.89,0.55
2281110,-7.282583,112.797272,249.75,1.52,0.71,0.58
2281120,-7.282577,112.797185,252.00,0.95,-1.58,0.28
2281130,-7.282133,112.796356,254.25,1.71,0.04,0.07
2281140,-7.282151,112.796544,256.50,-0.98,-1.43,-1.46
2281150,-7.281979,112.796784,258.75,-0.27,-1.75,1.03
2281160,-7.281840,112.797122,261.00,1.16,-0.89,1.68
2281170,-7.282037,112.796299,263.25,0.24,-1.88,1.11
2281180,-7.281630,112.796424,265.50,0.76,-0.49,1.48
2281190,-7.281820,112.797119,267.75,-0.94,0.98,-1.76
2281200,-7.281526,112.797054,270.00,-1.42,-1.31,0.50
2281210,-7.281316,112.796808,272.25,1.41,0.99,1.00
2281220,-7.281565,112.796727,274.50,-0.02,-0.39,-0.20
2281230,-7.280907,112.796580,276.75,0.25,-0.15,-0.02
2281240,-7.281099,112.796959,279.00,-0.62,0.48,0.43
2281250,-7.281256,112.796391,281.25,-1.66,0.00,-1.36
2281260,-7.281259,112.796480,283.50,1.35,-0.41,-1.22
2281270,-7.280425,112.797044,285.75,0.63,-0.02,-0.21
2281280,-7.281105,112.796390,288.00,-0.54,-0.97,-1.69
2281290,-7.280685,112.796304,290.25,-0.14,-0.05,-1.36
2281300,-7.280346,112.797216,292.50,-2.00,-0.42,1.72
2281310,-7.280510,112.796524,294.75,-1.09,0.46,2.00
2281320,-7.280799,112.796650,297.00,1.97,1.57,-1.45
2281330,-7.280777,112.796894,299.25,0.57,0.97,0.94
2281340,-7.280032,112.797146,301.50,0.47,-1.46,0.96
2281350,-7.280441,112.796789,303.75,1.88,1.24,0.53
2281360,-7.280397,112.797045,306.00,1.81,0.57,-0.04
2281370,-7.280407,112.796880,308.25,-0.32,-0.55,1.38
2281380,-7.279910,112.797138,310.50,1.21,-0.40,-0.77
2281390,-7.279810,112.797493,312.75,-0.33,-0.04,1.02
2281400,-7.280048,112.797498,315.00,0.85,0.34,-1.59
2281410,-7.279860,112.796958,317.25,-0.08,-1.89,-0.17
2281420,-7.280061,112.797312,319.50,-1.66,-0.94,-0.62
2281430,-7.279853,112.797758,321.75,1.25,1.70,0.69
2281440,-7.279782,112.797010,324.00,0.96,1.33,0.49
2281450,-7.279308,112.797602,326.25,1.54,1.75,-1.90
2281460,-7.279387,112.797243,328.50,1.62,0.32,-1.30
2281470,-7.279737,112.798102,330.75,0.50,-1.03,-1.40
2281480,-7.279452,112.798235,333.00,1.84,0.03,-0.55
2281490,-7.279098,112.798284,335.25,1.50,-1.22,1.65
2281500,-7.279624,112.798405,337.50,-0.62,-0.06,1.97
2281510,-7.279410,112.798434,339.75,-0.57,-0.10,1.99
2281520,-7.279143,112.797754,342.00,0.70,-0.15,-1.41
2281530,-7.278742,112.798337,344.25,-1.21,0.30,-1.83
2281540,-7.278666,112.797943,346.50,-0.10,-1.74,0.60
2281550,-7.279267,112.798261,348.75,0.80,0.54,1.04
2281560,-7.278534,112.798763,351.00,1.41,1.23,-0.31
2281570,-7.279132,112.798274,353.25,-0.31,-0.60,-0.50
2281580,-7.278451,112.798915,355.50,-1.02,-1.58,-1.12
2281590,-7.278848,112.799222,357.75,-0.32,-0.82,0.35
2281600,-7.280319,112.798835,0.00,-0.73,-0.27,1.98
2281610,-7.280350,112.798890,2.25,-0.78,-0.73,0.23
2281620,-7.280398,112.798676,4.50,-1.18,0.49,1.90
2281630,-7.280833,112.798808,6.75,-0.56,0.36,0.04
2281640,-7.280782,112.798796,9.00,0.95,1.50,-0.08
2281650,-7.280151,112.799412,11.25,1.00,1.49,1.84
2281660,-7.280588,112.799642,13.50,-1.12,-0.52,-0.69
2281670,-7.280808,112.798851,15.75,-1.10,-1.72,0.40
2281680,-7.280282,112.799706,18.00,0.46,0.13,-1.38
2281690,-7.280893,112.799508,20.25,1.91,0.52,1.10
2281700,-7.280546,112.799459,22.50,-0.26,1.35,1.05
2281710,-7.280670,112.799707,24.75,1.50,-1.86,-0.82
2281720,-7.280904,112.799162,27.00,-1.06,0.56,2.00
2281730,-7.280239,112.799500,29.25,-0.01,0.69,-0.02
2281740,-7.280346,112.799170,31.50,0.71,-1.09,-0.78
2281750,-7.280869,112.799083,33.75,0.13,1.31,-1.20
2281760,-7.280508,112.799302,36.00,1.90,-0.47,0.28
2281770,-7.280957,112.799153,38.25,-1.35,1.69,-0.26
2281780,-7.280982,112.799861,40.50,1.04,1.76,1.70
2281790,-7.281009,112.800212,42.75,1.58,-0.46,-1.45
2281800,-7.280788,112.799327,45.00,-1.61,1.00,-1.31
2281810,-7.281164,112.799635,47.25,0.39,-1.61,0.17
2281820,-7.280762,112.800107,49.50,-1.61,-0.52,0.88
2281830,-7.281100,112.800163,51.75,1.93,-1.93,-1.98
2281840,-7.280979,112.800307,54.00,1.03,-1.36,-1.67
2281850,-7.280752,112.800046,56.25,-1.06,1.26,1.04
2281860,-7.280621,112.800410,58.50,-1.37,0.50,0.97
2281870,-7.281117,112.800358,60.75,0.66,-0.80,1.98
2281880,-7.280731,112.800132,63.00,-1.03,1.82,-0.42
2281890,-7.280901,112.800309,65.25,-0.08,-0.67,-0.19
2281900,-7.280744,112.799857,67.50,0.62,-0.84,-1.75
2281910,-7.281537,112.799879,69.75,0.81,1.10,1.99
2281920,-7.281384,112.800023,72.00,-1.23,-0.95,1.13
2281930,-7.281014,112.799792,74.25,-1.81,0.01,-1.30
2281940,-7.281114,112.800592,76.50,-0.64,-1.31,0.97
2281950,-7.280766,112.800303,78.75,-1.08,-1.91,-0.43
2281960,-7.281143,112.800138,81.00,0.84,0.58,0.27
2281970,-7.281445,112.800464,83.25,-1.29,1.87,0.32
2281980,-7.281333,112.800405,85.50,-1.43,-1.35,-1.03
